album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,artist
Darren (Deluxe),4,6iy87tcdEhuwCpkSHjJwnn,You Are The Only One,spotify:track:6iy87tcdEhuwCpkSHjJwnn,0.0188,0.73,0.652,1.69e-06,0.105,-6.2989999999999995,0.0396,150.017,0.34700000000000003,13,Darren Espanto
Darren (Deluxe),5,6KOr1IPbqWLlso46fEEG1p,Ewan Ko,spotify:track:6KOr1IPbqWLlso46fEEG1p,0.0326,0.6509999999999999,0.444,0.0,0.0852,-8.112,0.0262,109.809,0.363,14,Darren Espanto
Darren (Deluxe),6,3Mc72PgMO2UrNoZcyLO39B,Makin' Moves,spotify:track:3Mc72PgMO2UrNoZcyLO39B,0.00202,0.59,0.698,0.0,0.321,-7.737,0.035,130.041,0.428,14,Darren Espanto
Darren (Deluxe),7,1PSC0M42zOWwswWiSTY2ml,Ah! Basta Gusto Kita,spotify:track:1PSC0M42zOWwswWiSTY2ml,0.01,0.723,0.8320000000000001,3.02e-05,0.11800000000000001,-6.1160000000000005,0.0292,123.012,0.6509999999999999,5,Darren Espanto
Darren (Deluxe),8,4o8ZgqkUOGdRTkC8fQvOBz,I Believe In Me,spotify:track:4o8ZgqkUOGdRTkC8fQvOBz,0.00156,0.439,0.615,5.14e-05,0.18899999999999997,-6.922999999999999,0.0345,89.428,0.213,5,Darren Espanto
Darren (Deluxe),9,5Q5tPh7zKd7wz5skI64pv7,Domino,spotify:track:5Q5tPh7zKd7wz5skI64pv7,0.0708,0.797,0.778,0.0,0.353,-5.596,0.0381,126.975,0.642,9,Darren Espanto
Darren (Deluxe),10,66W5O0NAYfZVjWLej4Oux5,I Believe,spotify:track:66W5O0NAYfZVjWLej4Oux5,0.126,0.43200000000000005,0.6920000000000001,0.0,0.131,-6.577999999999999,0.0361,134.006,0.31,40,Darren Espanto
Darren (Deluxe),11,68mD1K3jzPYkXGzWYIo6RZ,Stuck - Remix,spotify:track:68mD1K3jzPYkXGzWYIo6RZ,0.000414,0.7090000000000001,0.732,0.0907,0.14800000000000002,-7.499,0.0413,129.02,0.414,6,Darren Espanto
CLAPCLAPCLAP!,1,28X5Dji5MyC9W9Nb2IGcAV,CLAPCLAPCLAP!,spotify:track:28X5Dji5MyC9W9Nb2IGcAV,0.00292,0.53,0.985,0.96,0.0844,-20.906999999999996,0.0795,140.792,0.0,0,IV Of Spades
CLAPCLAPCLAP!,2,1u34VUANkmyRjGPRtxLgnA,Sweet Shadow,spotify:track:1u34VUANkmyRjGPRtxLgnA,0.00329,0.595,0.723,3.41e-05,0.157,-6.737,0.0266,127.97200000000001,0.349,39,IV Of Spades
CLAPCLAPCLAP!,3,5JFX5HIrFablCo0uEkNtKo,"Bata, Dahan-Dahan!",spotify:track:5JFX5HIrFablCo0uEkNtKo,0.19699999999999998,0.441,0.7859999999999999,0.00040199999999999996,0.15,-9.299,0.10800000000000001,149.99,0.233,39,IV Of Spades
CLAPCLAPCLAP!,4,2gnVqlNifLIGvinryubyG4,Bawat Kaluluwa,spotify:track:2gnVqlNifLIGvinryubyG4,0.0609,0.705,0.519,0.0324,0.305,-7.29,0.0341,116.98299999999999,0.521,50,IV Of Spades
CLAPCLAPCLAP!,5,7l5aCorqYz8HtZ3wjSwtOV,Not My Energy,spotify:track:7l5aCorqYz8HtZ3wjSwtOV,0.0199,0.565,0.795,1.77e-05,0.111,-5.9239999999999995,0.0328,144.936,0.775,37,IV Of Spades
CLAPCLAPCLAP!,6,3Eb5sztvEMa0Mqnb8DUAlU,Come Inside Of My Heart,spotify:track:3Eb5sztvEMa0Mqnb8DUAlU,0.00321,0.6759999999999999,0.565,0.000579,0.24100000000000002,-9.411,0.03,113.007,0.6890000000000001,57,IV Of Spades
CLAPCLAPCLAP!,7,0TrBAndl9PJXiGp2rmfdeI,The Novel Of My Mind,spotify:track:0TrBAndl9PJXiGp2rmfdeI,0.00035800000000000003,0.134,0.397,0.943,0.111,-14.963,0.0424,71.956,0.0356,34,IV Of Spades
CLAPCLAPCLAP!,8,7h4W9blGxYCkKJ3dxPZ84j,Dulo Ng Hangganan,spotify:track:7h4W9blGxYCkKJ3dxPZ84j,0.494,0.565,0.565,0.00262,0.127,-8.52,0.0368,136.042,0.35,55,IV Of Spades
CLAPCLAPCLAP!,9,4Edrtauj7pmOlykfFHLz07,In My Prison,spotify:track:4Edrtauj7pmOlykfFHLz07,0.0541,0.716,0.825,0.0279,0.303,-7.724,0.0335,114.98100000000001,0.7070000000000001,41,IV Of Spades
CLAPCLAPCLAP!,10,5Y33pd27lE5hznJFeD4dAk,My Juliana,spotify:track:5Y33pd27lE5hznJFeD4dAk,0.14300000000000002,0.531,0.552,3.4e-05,0.10300000000000001,-10.887,0.0327,164.028,0.23399999999999999,44,IV Of Spades
CLAPCLAPCLAP!,11,1I2pe7KNMnhmjI4VPZ4Oqq,I'm A Butterfly,spotify:track:1I2pe7KNMnhmjI4VPZ4Oqq,0.0045,0.266,0.812,0.0214,0.134,-7.916,0.0675,96.262,0.485,38,IV Of Spades
CLAPCLAPCLAP!,12,7lD4bwbBCqukPke3Xt1Ncs,I Ain't Perfect,spotify:track:7lD4bwbBCqukPke3Xt1Ncs,0.556,0.426,0.337,2.51e-05,0.079,-11.748,0.0286,127.726,0.17800000000000002,48,IV Of Spades
CLAPCLAPCLAP!,13,1SZuNx9TtE5da7twgYkKAq,Take That Man,spotify:track:1SZuNx9TtE5da7twgYkKAq,0.00054,0.531,0.838,0.019,0.374,-6.875,0.0386,148.028,0.682,41,IV Of Spades
CLAPCLAPCLAP!,14,39SQ0CjIineoa2mbiJpZdk,Captivated,spotify:track:39SQ0CjIineoa2mbiJpZdk,0.741,0.672,0.271,0.0,0.06,-11.62,0.0397,113.06700000000001,0.623,49,IV Of Spades
CLAPCLAPCLAP!,15,5GpNvH7JUU5VdS7Vnmj4El,I Would Rather Live Alone (I'm Not Who I'm Today),spotify:track:5GpNvH7JUU5VdS7Vnmj4El,0.5820000000000001,0.513,0.366,0.0,0.134,-9.015,0.0257,145.91299999999998,0.11900000000000001,40,IV Of Spades
Diwa,1,4lc3mY2nd1bVzBOKe8uMBw,Ulan,spotify:track:4lc3mY2nd1bVzBOKe8uMBw,0.628,0.617,0.439,0.0584,0.11900000000000001,-9.017000000000001,0.0438,143.955,0.293,30,juan karlos
Diwa,2,6EYcB9BS4impPFgmFxMy7P,Kalawakan,spotify:track:6EYcB9BS4impPFgmFxMy7P,0.309,0.621,0.40399999999999997,0.00312,0.28600000000000003,-8.232000000000001,0.0366,120.47399999999999,0.595,44,juan karlos
Diwa,3,1pe3LbZXSvEe5cyvE4t5Wo,Malay,spotify:track:1pe3LbZXSvEe5cyvE4t5Wo,0.581,0.504,0.494,0.000691,0.126,-8.921,0.0445,149.977,0.306,27,juan karlos
Diwa,4,1LLEuTmZ9uzJQqcbeHA4yd,Pasensya,spotify:track:1LLEuTmZ9uzJQqcbeHA4yd,0.16899999999999998,0.39399999999999996,0.602,0.193,0.174,-8.577,0.0516,135.954,0.242,29,juan karlos
Diwa,5,6bYbqNumzBoQhS1kHuj30K,Sampaguita,spotify:track:6bYbqNumzBoQhS1kHuj30K,0.371,0.569,0.7290000000000001,3.04e-06,0.0876,-6.42,0.057999999999999996,143.852,0.365,39,juan karlos
Diwa,6,37GrO7S96eCqHTZ6T5QfQV,Kulimlim,spotify:track:37GrO7S96eCqHTZ6T5QfQV,0.935,0.498,0.0641,0.000356,0.35600000000000004,-20.333,0.0599,121.179,0.196,28,juan karlos
Diwa,7,5l89pZ0XzUTwjs5Fl5c6xi,Sistema,spotify:track:5l89pZ0XzUTwjs5Fl5c6xi,0.152,0.556,0.586,0.0,0.0989,-6.195,0.0422,123.84100000000001,0.32799999999999996,26,juan karlos
Diwa,8,4NWRSsHxiv3tOWeQqkmsXW,Biyak,spotify:track:4NWRSsHxiv3tOWeQqkmsXW,0.5589999999999999,0.495,0.42700000000000005,0.0,0.10400000000000001,-8.862,0.0461,119.071,0.33899999999999997,29,juan karlos
Diwa,9,1VtKLC5oZ6aacOq76eCK4u,Miss You,spotify:track:1VtKLC5oZ6aacOq76eCK4u,0.627,0.623,0.369,1.58e-06,0.10300000000000001,-9.368,0.0308,66.987,0.27899999999999997,37,juan karlos
Diwa,10,2u3vcSJ8ianMupkiqrcpJ7,Jenny,spotify:track:2u3vcSJ8ianMupkiqrcpJ7,0.369,0.496,0.6409999999999999,0.0,0.0591,-5.2,0.0754,147.815,0.6559999999999999,30,juan karlos
JKL,1,1IfPJPQvgB6WrEQpUB5Kdn,Sana Kung Pwede Lang,spotify:track:1IfPJPQvgB6WrEQpUB5Kdn,0.0968,0.685,0.672,0.0,0.121,-6.974,0.0266,114.993,0.585,33,juan karlos
JKL,2,1WXs4O7mBxXglHJPwYweHq,Demonyo,spotify:track:1WXs4O7mBxXglHJPwYweHq,0.0509,0.415,0.508,0.0162,0.10300000000000001,-9.169,0.0363,188.74400000000003,0.114,62,juan karlos
JKL,3,6n8l7JOAJ5qC2jNPWAqA18,Move On,spotify:track:6n8l7JOAJ5qC2jNPWAqA18,0.106,0.785,0.662,0.000184,0.111,-9.796,0.12,116.98100000000001,0.862,26,juan karlos
JKL,4,0F18RvltuDDZzC31tsYPVW,Here I Am,spotify:track:0F18RvltuDDZzC31tsYPVW,0.835,0.43700000000000006,0.38,4.3e-05,0.115,-10.544,0.0286,146.371,0.28300000000000003,29,juan karlos
JKL,5,2g9v7F8NGIiaEq5fqFhoBd,Forever,spotify:track:2g9v7F8NGIiaEq5fqFhoBd,0.0162,0.623,0.485,0.000505,0.156,-9.162,0.0242,101.456,0.304,27,juan karlos
JKL,6,0F7KF7sAkjGHu03j4EVzmf,Wala Nang Iba,spotify:track:0F7KF7sAkjGHu03j4EVzmf,0.28800000000000003,0.521,0.467,0.00045099999999999996,0.222,-8.523,0.0265,136.029,0.23600000000000002,29,juan karlos
JKL,7,6lkqLVdnvxjpUaw8nZ2uSS,Too Much,spotify:track:6lkqLVdnvxjpUaw8nZ2uSS,0.0714,0.578,0.5379999999999999,5.15e-06,0.292,-9.332,0.043,84.096,0.18,25,juan karlos
JKL,8,1MKbLSZ5nEkh6cEFagG50r,Move On - Electric JK Jam,spotify:track:1MKbLSZ5nEkh6cEFagG50r,0.872,0.809,0.228,0.0,0.111,-9.855,0.086,117.486,0.41,21,juan karlos
JK,1,0DSfU2uUnXf4UyO3XM2aXO,Para Sa 'Yo,spotify:track:0DSfU2uUnXf4UyO3XM2aXO,0.45899999999999996,0.5720000000000001,0.539,0.0,0.142,-8.624,0.026000000000000002,150.053,0.43200000000000005,39,juan karlos
JK,2,6ArdgXU6aVUNPkHjhdJN46,This Gravity,spotify:track:6ArdgXU6aVUNPkHjhdJN46,0.0656,0.7929999999999999,0.6809999999999999,0.0,0.0246,-8.276,0.0383,125.976,0.9209999999999999,8,juan karlos
JK,3,1N8bbazXeoDDEeHC7mCMQe,This Song Is For You,spotify:track:1N8bbazXeoDDEeHC7mCMQe,0.23199999999999998,0.594,0.5710000000000001,0.0,0.341,-7.622000000000001,0.0295,107.898,0.607,17,juan karlos
JK,4,1ZpKw4gypIsa4LrshH9kc5,Summer Time Love,spotify:track:1ZpKw4gypIsa4LrshH9kc5,0.33799999999999997,0.593,0.721,0.0,0.0889,-6.832000000000001,0.0356,105.053,0.547,22,juan karlos
JK,5,1xjJtemow3cyGzhbH3c2My,Maybe Love,spotify:track:1xjJtemow3cyGzhbH3c2My,0.0649,0.581,0.809,0.0,0.0875,-6.765,0.114,170.067,0.904,15,juan karlos
JK,6,0ykFdjDcQYVXx6nwZifuuy,Di Ka Man Lang Nagpaalam,spotify:track:0ykFdjDcQYVXx6nwZifuuy,0.244,0.536,0.609,0.0,0.175,-7.421,0.0275,128.92600000000002,0.32899999999999996,30,juan karlos
JK,7,0s64ietoEDsPu0P40oL9b4,Para Sa 'Yo - Band Version,spotify:track:0s64ietoEDsPu0P40oL9b4,0.0188,0.433,0.6970000000000001,0.0,0.331,-7.9239999999999995,0.0324,147.296,0.408,7,juan karlos
JK,8,7xZZTqZXn95990N5keVYAf,This Gravity - Acoustic,spotify:track:7xZZTqZXn95990N5keVYAf,0.524,0.755,0.414,0.0,0.113,-8.897,0.0321,117.93299999999999,0.535,11,juan karlos
JK,9,6EH8R42E9hBKmLr18mokKX,Runaway Baby,spotify:track:6EH8R42E9hBKmLr18mokKX,0.0486,0.568,0.8640000000000001,4.71e-05,0.265,-5.849,0.0432,164.018,0.8079999999999999,10,juan karlos
JK,10,7oObYTKRxNnN1B92BnTqMX,Sway,spotify:track:7oObYTKRxNnN1B92BnTqMX,0.147,0.7240000000000001,0.654,0.0,0.332,-6.755,0.027999999999999997,125.96700000000001,0.513,18,juan karlos
JK,11,3ggM5E3KLMMvVT785hpXsK,Para Sa 'Yo - Instrumental,spotify:track:3ggM5E3KLMMvVT785hpXsK,0.172,0.545,0.617,0.89,0.163,-9.824,0.0297,150.011,0.452,5,juan karlos
Bloom,1,4NiehSBQthimPzRsVeOgCT,My My My!,spotify:track:4NiehSBQthimPzRsVeOgCT,0.004070000000000001,0.701,0.45799999999999996,0.000151,0.045,-7.749,0.0836,102.96700000000001,0.48200000000000004,71,Troye Sivan
Bloom,2,0oTyoTKEKMdF3rXcOLyEfN,Bloom,spotify:track:0oTyoTKEKMdF3rXcOLyEfN,0.031,0.708,0.701,0.0,0.392,-5.196000000000001,0.0328,120.932,0.504,64,Troye Sivan
Bloom,3,4RoArPM0AsuW3h8hW8xtnr,Lucky Strike,spotify:track:4RoArPM0AsuW3h8hW8xtnr,0.579,0.612,0.6940000000000001,0.0,0.0914,-7.3629999999999995,0.0514,103.031,0.564,62,Troye Sivan
Bloom,4,7iyKbBjb2fmTnTfCjCh7ER,Seventeen,spotify:track:7iyKbBjb2fmTnTfCjCh7ER,0.165,0.612,0.743,4.35e-05,0.319,-7.25,0.0442,118.913,0.34700000000000003,58,Troye Sivan
Bloom,5,4qAHuJq5T4Q97EQZG47H0P,The Good Side,spotify:track:4qAHuJq5T4Q97EQZG47H0P,0.406,0.426,0.284,0.00335,0.36200000000000004,-15.492,0.0616,112.039,0.311,66,Troye Sivan
Bloom,6,2NjO87HyT80fsgejd3PLYW,Dance To This (feat. Ariana Grande),spotify:track:2NjO87HyT80fsgejd3PLYW,0.00632,0.736,0.7559999999999999,0.00577,0.106,-7.099,0.047,117.016,0.7120000000000001,72,Troye Sivan
Bloom,7,0EftP1nY8Mklt77hAMMMug,Plum,spotify:track:0EftP1nY8Mklt77hAMMMug,0.0123,0.693,0.594,6.25e-05,0.0764,-7.3229999999999995,0.0469,96.973,0.565,55,Troye Sivan
Bloom,8,4CCe846xVRd9p31gc6dMza,Postcard (feat. Gordi),spotify:track:4CCe846xVRd9p31gc6dMza,0.905,0.43,0.36,0.0,0.0967,-8.908999999999999,0.036000000000000004,97.852,0.247,56,Troye Sivan
Bloom,9,1Dfzjb9aFxgSFM0vnNTDPr,What A Heavenly Way To Die,spotify:track:1Dfzjb9aFxgSFM0vnNTDPr,0.43799999999999994,0.715,0.632,0.0859,0.0923,-7.093,0.0348,122.036,0.586,60,Troye Sivan
Bloom,10,6iBPeFlk4DLJ4HfRfZ2J7H,Animal,spotify:track:6iBPeFlk4DLJ4HfRfZ2J7H,0.535,0.335,0.314,0.00517,0.295,-11.155,0.0411,122.446,0.0528,57,Troye Sivan
Blue Neighbourhood (The Remixes),1,3WgaA66GU02FnidR1nTH4D,EASE - Vallis Alps Remix,spotify:track:3WgaA66GU02FnidR1nTH4D,0.316,0.61,0.442,0.0011099999999999999,0.0533,-11.708,0.0525,94.986,0.22899999999999998,34,Troye Sivan
Blue Neighbourhood (The Remixes),2,1obSxAwn3Ae22iLrPY109I,EASE - Lontalius Remix,spotify:track:1obSxAwn3Ae22iLrPY109I,0.804,0.573,0.41100000000000003,0.0,0.19899999999999998,-9.315,0.0325,90.97200000000001,0.297,40,Troye Sivan
Blue Neighbourhood (The Remixes),3,023UeBS5jbGqw1nGw8DWIC,WILD - XXYYXX Remix,spotify:track:023UeBS5jbGqw1nGw8DWIC,0.136,0.419,0.496,0.0,0.29100000000000004,-9.222000000000001,0.0826,90.012,0.389,36,Troye Sivan
Blue Neighbourhood (The Remixes),4,34QSYjBuitClolvnmFGG40,WILD - Lophiile & Grey Remix,spotify:track:34QSYjBuitClolvnmFGG40,0.0627,0.68,0.7979999999999999,0.0,0.349,-4.115,0.0931,102.081,0.397,31,Troye Sivan
Blue Neighbourhood (The Remixes),5,10n3JKjszdfli4EZFM7oRU,WILD - RAC Mix,spotify:track:10n3JKjszdfli4EZFM7oRU,0.0265,0.545,0.623,0.0,0.105,-7.47,0.0441,180.07,0.735,30,Troye Sivan
Blue Neighbourhood (The Remixes),6,6aDxTEqZdhH0lSkP4mev4X,WILD - Young Bombs Remix,spotify:track:6aDxTEqZdhH0lSkP4mev4X,0.055999999999999994,0.525,0.841,0.0,0.124,-2.8489999999999998,0.034,99.973,0.32799999999999996,40,Troye Sivan
Blue Neighbourhood (The Remixes),7,3Edkmy6tuoGVSCy9rdWJWZ,FOOLS - Filous Remix,spotify:track:3Edkmy6tuoGVSCy9rdWJWZ,0.23399999999999999,0.6579999999999999,0.573,0.00124,0.306,-8.19,0.0486,94.991,0.39299999999999996,34,Troye Sivan
Blue Neighbourhood (The Remixes),8,5nGuzcsjDbUD1Hgi0szupA,YOUTH - Gryffin Remix,spotify:track:5nGuzcsjDbUD1Hgi0szupA,0.0823,0.5589999999999999,0.67,0.0171,0.106,-6.301,0.0404,104.00399999999999,0.33799999999999997,50,Troye Sivan
Blue Neighbourhood (The Remixes),9,096xg2yXUnjTQ24oCzuuhh,YOUTH - Son Lux Remix,spotify:track:096xg2yXUnjTQ24oCzuuhh,0.336,0.631,0.7040000000000001,1.84e-05,0.20199999999999999,-5.692,0.23199999999999998,89.684,0.545,28,Troye Sivan
Blue Neighbourhood (The Remixes),10,5oXrBGZZD71x8K3QFf4qiz,YOUTH - Shift K3y Remix,spotify:track:5oXrBGZZD71x8K3QFf4qiz,0.0143,0.747,0.948,0.00743,0.11,-1.9980000000000002,0.0451,124.005,0.618,29,Troye Sivan
Blue Neighbourhood (The Remixes),11,6PtE41BwaPBOjjMc8mKcG4,YOUTH - Acoustic,spotify:track:6PtE41BwaPBOjjMc8mKcG4,0.958,0.541,0.18600000000000003,0.0,0.0962,-11.321,0.0311,92.544,0.162,53,Troye Sivan
Blue Neighbourhood (The Remixes),12,0qcJaudn18thqD66jLfGKP,WILD - Live,spotify:track:0qcJaudn18thqD66jLfGKP,0.264,0.527,0.742,0.0,0.45899999999999996,-5.711,0.0606,90.04,0.409,28,Troye Sivan
Blue Neighbourhood (The Remixes),13,20Y6nPj1IUe5xmZRWK2P8u,YOUTH - Live,spotify:track:20Y6nPj1IUe5xmZRWK2P8u,0.16,0.615,0.6940000000000001,0.0,0.9690000000000001,-6.4,0.12,91.98200000000001,0.377,28,Troye Sivan
Blue Neighbourhood (The Remixes),14,2v0dd3j5VwXUrvBwApTtYa,Happy Little Pill - Live,spotify:track:2v0dd3j5VwXUrvBwApTtYa,0.794,0.465,0.327,8.070000000000001e-05,0.3,-10.404000000000002,0.0322,93.54299999999999,0.14400000000000002,33,Troye Sivan
Blue Neighbourhood (Deluxe),1,0Ad6zJhaqKCwEccDAKz6sk,WILD,spotify:track:0Ad6zJhaqKCwEccDAKz6sk,0.0235,0.581,0.725,0.0,0.304,-5.349,0.0592,89.98899999999999,0.39399999999999996,53,Troye Sivan
Blue Neighbourhood (Deluxe),2,4lvJOtynZbT08pZO10YoOv,BITE,spotify:track:4lvJOtynZbT08pZO10YoOv,0.192,0.591,0.402,0.0,0.14800000000000002,-5.847,0.0337,125.015,0.0678,56,Troye Sivan
Blue Neighbourhood (Deluxe),3,5lMgUPtlARalVIGxl0xE3J,FOOLS,spotify:track:5lMgUPtlARalVIGxl0xE3J,0.192,0.292,0.6779999999999999,0.0,0.146,-5.595,0.0724,87.436,0.365,65,Troye Sivan
Blue Neighbourhood (Deluxe),4,7jQFIqN0GnpByBVXPpdPom,EASE,spotify:track:7jQFIqN0GnpByBVXPpdPom,0.063,0.625,0.716,0.0,0.135,-6.48,0.0498,94.986,0.5379999999999999,51,Troye Sivan
Blue Neighbourhood (Deluxe),5,5cpMD4UcrTpu4P2T4EAPQz,THE QUIET,spotify:track:5cpMD4UcrTpu4P2T4EAPQz,0.00951,0.631,0.853,0.0,0.0713,-5.925,0.0565,103.985,0.405,48,Troye Sivan
Blue Neighbourhood (Deluxe),6,7M8uUME0TsHpYhTz5hUzSE,DKLA,spotify:track:7M8uUME0TsHpYhTz5hUzSE,0.0221,0.37799999999999995,0.609,0.00106,0.0652,-5.985,0.0971,87.456,0.0788,47,Troye Sivan
Blue Neighbourhood (Deluxe),7,1othhMi2WsiF9oLoisJjYW,TALK ME DOWN,spotify:track:1othhMi2WsiF9oLoisJjYW,0.151,0.36200000000000004,0.7809999999999999,0.000197,0.125,-6.803,0.0741,173.688,0.354,59,Troye Sivan
Blue Neighbourhood (Deluxe),8,5D5kzmVejlQFTqXwUmb0Ns,COOL,spotify:track:5D5kzmVejlQFTqXwUmb0Ns,0.134,0.727,0.8320000000000001,4.58e-06,0.384,-6.037000000000001,0.0843,108.02799999999999,0.608,48,Troye Sivan
Blue Neighbourhood (Deluxe),9,2fNi8T6DLiY9SxFnZrhOeV,HEAVEN,spotify:track:2fNi8T6DLiY9SxFnZrhOeV,0.0751,0.518,0.725,2.3899999999999998e-05,0.09,-7.492000000000001,0.129,144.032,0.32799999999999996,54,Troye Sivan
Blue Neighbourhood (Deluxe),10,0nhBKubnVz9yFNNprBniWz,YOUTH,spotify:track:0nhBKubnVz9yFNNprBniWz,0.0625,0.628,0.737,0.0,0.0777,-4.437,0.040999999999999995,91.507,0.5920000000000001,69,Troye Sivan
Blue Neighbourhood (Deluxe),11,1MWXC3nU8ZGbJkC8Glm3TD,LOST BOY,spotify:track:1MWXC3nU8ZGbJkC8Glm3TD,0.0477,0.56,0.889,6.32e-05,0.268,-5.148,0.0493,105.98899999999999,0.45799999999999996,52,Troye Sivan
Blue Neighbourhood (Deluxe),12,5yFhb4ABfgvqQYZEK18lcc,for him.,spotify:track:5yFhb4ABfgvqQYZEK18lcc,0.0595,0.726,0.618,4.429999999999999e-05,0.151,-4.843,0.12300000000000001,161.96200000000002,0.9229999999999999,56,Troye Sivan
Blue Neighbourhood (Deluxe),13,0tnU8bI4cZkvdPzXRV7BA8,SUBURBIA,spotify:track:0tnU8bI4cZkvdPzXRV7BA8,0.019,0.491,0.622,0.0,0.107,-5.925,0.10400000000000001,77.928,0.361,51,Troye Sivan
Blue Neighbourhood (Deluxe),14,75OBhyIlzY2RGKuz9WNaSH,TOO GOOD,spotify:track:75OBhyIlzY2RGKuz9WNaSH,0.149,0.326,0.569,0.0,0.18600000000000003,-5.952999999999999,0.0444,148.658,0.165,46,Troye Sivan
Blue Neighbourhood (Deluxe),15,0W2YQYzdW7EDKt17DfR8TV,BLUE,spotify:track:0W2YQYzdW7EDKt17DfR8TV,0.593,0.39,0.536,0.0,0.115,-7.5360000000000005,0.0384,129.997,0.212,61,Troye Sivan
